"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440","V441","V442","V443","V444","V445","V446","V447","V448","V449","V450","V451","V452","V453","V454","V455","V456","V457","V458","V459","V460","V461","V462","V463","V464","V465","V466","V467","V468","V469","V470","V471","V472","V473","V474","V475","V476","V477","V478","V479","V480","V481","V482","V483","V484","V485","V486","V487","V488","V489","V490","V491","V492","V493","V494","V495","V496","V497","V498","V499","V500"
"1",7,8,4,7,0,3,4,23,1,3,4,1,3,1,10,3,15,1,4,19,2,15,2,0,0,0,5,12,6,18,3,11,3,27,1,4,0,3,10,10,3,1,3,20,2,6,4,5,9,2,1,0,2,5,2,2,3,3,7,3,1,12,4,2,6,1,1,0,2,1,7,1,4,0,6,2,8,2,0,2,4,3,2,1,13,3,6,1,3,5,2,3,4,1,11,3,2,31,19,1,6,5,4,11,0,1,4,1,7,10,4,3,0,3,5,1,24,16,1,2,3,6,5,5,2,9,2,10,12,1,2,6,8,2,3,25,3,2,8,3,9,6,1,5,3,4,2,4,8,19,1,1,8,0,9,0,2,1,3,2,6,3,1,2,9,3,3,20,2,1,16,13,2,3,2,0,1,4,10,4,3,5,2,1,4,3,3,3,0,2,3,13,1,14,1,16,1,4,4,2,3,2,22,5,7,7,4,7,19,26,9,4,2,1,5,0,11,1,13,0,7,9,3,2,5,2,12,4,5,2,4,3,1,1,6,1,3,0,1,3,3,2,3,32,6,6,2,15,2,2,5,4,12,1,8,3,7,3,1,11,1,1,9,1,15,1,4,3,5,1,0,1,2,14,6,4,6,2,4,6,0,10,2,12,3,5,4,5,2,2,1,4,6,8,2,1,1,2,3,2,2,4,0,2,1,5,2,8,1,2,4,4,2,4,6,1,8,0,5,5,2,5,2,0,6,10,6,2,0,8,0,2,12,7,1,15,3,7,2,2,2,3,5,5,5,4,15,1,6,3,0,0,12,4,7,7,3,8,4,1,1,2,0,12,2,1,5,0,2,8,2,6,2,14,1,1,2,32,1,10,6,2,14,5,7,8,2,1,1,2,4,1,2,1,0,15,4,1,2,2,17,2,5,4,0,1,6,12,2,3,16,2,1,5,3,0,2,2,1,6,4,1,2,0,3,4,0,3,3,6,3,3,15,9,2,11,19,8,10,9,3,3,1,19,1,14,0,3,9,13,6,21,4,18,22,0,1,16,5,5,4,5,25,4,2,7,9,0,4,0,17,2,4,0,14,18,2,5,4,5,4,1,0,1,2,1,2,2,7,1,5,3,1,12,2,4,0,6,4,1
"2",2,5,3,5,4,1,4,27,5,9,6,0,1,2,9,4,18,2,6,12,3,17,3,1,1,4,2,14,2,31,1,10,4,30,4,1,4,3,3,15,3,5,2,27,2,13,5,2,8,3,4,3,4,5,2,3,2,4,3,5,4,13,6,4,3,2,0,2,4,1,9,1,2,2,0,2,6,2,2,0,0,1,3,2,11,2,13,0,3,0,2,2,5,2,8,1,2,19,25,3,4,2,4,20,2,3,5,0,12,14,8,4,3,2,7,2,37,20,6,3,0,9,8,1,4,21,3,21,11,1,3,4,8,4,6,32,4,1,17,7,11,3,3,3,6,12,3,6,4,14,3,3,8,2,6,0,3,2,4,1,14,0,2,11,14,1,10,27,3,5,36,14,6,0,0,3,5,3,13,1,1,8,3,0,2,2,6,2,2,2,6,14,1,12,3,35,5,11,0,4,1,2,14,4,6,13,3,17,29,33,5,11,1,0,6,0,21,2,11,2,7,3,9,1,4,2,12,3,8,2,3,4,1,2,6,2,4,5,2,1,3,3,0,44,3,9,0,18,7,1,4,2,7,0,19,1,4,1,2,15,0,1,17,3,26,0,5,1,2,3,4,4,2,11,7,1,7,0,2,8,1,15,7,11,3,1,4,7,2,4,3,3,7,11,1,2,2,3,5,1,0,2,3,2,2,2,2,9,3,0,5,3,0,1,1,4,5,3,3,6,1,3,1,3,9,20,10,4,6,11,2,1,10,1,2,18,1,11,3,4,4,1,2,5,0,2,27,2,10,4,3,2,18,3,15,3,3,18,6,1,3,1,1,20,1,0,1,3,2,13,1,13,1,18,2,5,1,45,1,9,1,4,11,2,9,13,3,4,1,4,5,8,1,1,1,20,5,0,2,3,24,3,4,6,3,1,4,13,3,1,23,10,1,3,6,1,3,3,2,7,4,3,1,1,2,3,3,3,1,3,0,2,11,13,3,20,21,9,19,13,2,3,3,17,0,22,1,2,3,26,6,21,4,14,25,2,3,15,4,4,5,5,44,3,3,4,6,2,3,4,25,2,9,5,17,25,1,3,1,3,4,3,2,6,6,3,0,4,10,0,9,2,0,11,0,3,3,7,0,6
"3",1,7,3,12,2,2,3,20,4,4,4,5,4,0,3,0,12,3,4,10,2,18,1,1,1,2,3,17,3,14,3,6,4,23,2,0,2,0,3,13,3,3,3,27,5,10,1,4,10,0,3,3,6,6,2,1,4,1,2,5,4,13,1,1,4,3,3,1,5,4,5,1,1,3,1,3,6,2,1,1,1,3,4,1,15,3,9,2,2,1,1,2,3,3,6,5,2,18,18,1,3,3,5,16,1,4,2,5,6,9,4,2,3,0,7,2,29,20,3,2,2,5,8,3,0,18,4,13,8,3,4,0,7,6,1,26,1,4,10,6,16,3,1,6,2,6,3,1,6,10,3,2,2,0,2,0,4,3,5,2,4,2,2,6,6,5,11,14,2,5,16,11,2,1,0,2,2,2,12,1,5,8,1,0,2,4,4,1,1,3,9,12,3,9,5,26,1,4,3,3,3,3,13,3,7,7,3,16,14,35,7,4,6,2,5,2,14,1,9,3,4,9,6,3,4,3,12,4,4,1,3,2,2,2,1,2,2,2,2,2,0,1,0,22,4,21,2,11,5,6,3,1,2,1,11,2,3,2,2,9,2,1,9,2,26,3,4,3,1,3,0,4,3,10,6,1,4,1,2,6,2,8,8,8,0,2,1,8,4,4,2,4,6,8,1,3,1,1,3,3,1,0,1,1,0,2,1,12,0,1,4,2,0,2,1,1,6,2,5,5,6,2,1,2,6,11,3,2,1,10,2,6,14,4,3,15,4,6,2,5,2,3,0,2,2,4,17,1,5,2,1,1,6,1,11,2,1,14,10,1,0,1,0,16,1,0,3,7,3,9,2,8,1,13,1,2,1,28,0,6,3,1,11,5,9,10,3,2,1,0,2,4,1,1,5,11,1,0,3,1,8,2,0,5,6,1,3,9,1,2,29,3,2,2,6,3,4,2,2,5,7,2,1,0,1,2,4,4,0,3,4,6,6,18,5,17,16,6,13,5,3,0,5,17,2,8,0,1,3,15,1,23,5,21,15,1,3,11,5,4,6,7,28,2,0,4,9,6,3,0,23,1,4,1,13,25,4,2,4,9,3,4,3,2,2,4,4,2,5,0,4,1,3,13,1,2,2,6,3,5
"4",4,7,6,5,3,0,4,18,2,2,6,2,3,2,6,3,15,6,4,7,2,11,0,1,2,5,2,6,3,17,1,9,1,16,4,2,6,3,1,14,2,2,3,24,3,6,4,5,7,2,1,2,4,6,1,3,4,0,4,2,2,13,2,2,7,1,3,1,4,3,5,4,3,1,5,3,4,1,2,3,2,2,1,3,10,2,13,1,3,2,4,4,5,2,4,2,2,16,12,3,7,4,6,18,2,5,5,4,6,10,6,4,3,5,2,3,19,17,2,4,4,4,5,1,6,13,2,8,6,1,5,2,12,8,1,24,3,0,18,4,9,5,2,3,2,4,5,2,6,14,0,1,2,1,1,2,1,2,3,1,7,3,4,7,7,2,7,24,1,1,22,12,1,1,0,6,3,2,5,2,3,5,2,0,0,2,9,8,2,3,9,13,4,12,1,18,4,3,2,1,2,4,10,3,2,8,3,6,17,22,10,10,1,1,6,2,13,0,14,3,10,6,9,2,3,5,12,3,1,1,2,2,2,2,3,0,1,5,0,6,2,0,4,24,4,9,0,8,2,5,8,1,4,0,12,1,5,4,1,10,1,3,17,3,13,0,8,2,3,3,2,2,4,8,7,2,4,4,3,6,1,8,4,5,4,4,1,4,3,1,2,2,12,5,2,0,4,3,2,1,4,0,1,1,3,5,2,13,1,0,4,2,2,2,1,0,3,2,3,1,2,2,3,1,9,13,0,1,3,6,0,3,14,3,0,10,1,4,4,2,2,6,8,4,2,3,8,3,4,1,2,0,14,3,8,4,0,8,7,1,1,5,4,12,1,2,1,1,4,11,5,9,0,11,5,4,2,27,0,7,4,3,6,5,12,11,2,2,3,1,2,11,2,3,1,15,4,1,6,1,20,2,2,4,2,1,4,4,2,0,15,5,1,5,5,8,2,2,3,4,6,0,2,1,2,2,1,7,0,4,1,2,10,10,5,16,22,9,16,4,0,2,3,13,2,10,3,2,4,12,11,21,4,13,12,0,3,14,5,3,9,6,21,5,1,10,6,2,1,3,18,1,4,2,10,20,3,4,1,2,2,4,1,2,4,1,5,3,7,2,6,4,1,10,0,2,1,6,4,3
"5",5,7,6,7,1,3,5,15,1,5,6,1,3,1,3,5,10,3,4,11,3,11,1,5,2,6,2,14,4,13,2,4,0,33,5,3,1,4,4,20,3,3,2,24,2,13,3,2,7,2,0,2,4,7,1,1,3,0,6,4,2,15,5,4,0,0,4,1,3,1,4,3,6,2,2,4,2,1,1,4,3,4,2,3,16,0,10,0,0,5,4,1,4,1,5,4,3,23,11,2,3,1,5,13,2,2,6,3,6,12,4,5,1,1,6,0,29,17,4,3,1,7,6,2,3,20,1,6,16,0,2,2,7,3,5,23,2,2,11,3,16,4,1,2,0,9,3,3,9,7,1,2,8,1,3,4,2,2,8,1,11,2,1,12,9,1,8,21,0,4,16,12,3,2,2,5,5,2,16,1,2,6,2,1,1,5,2,6,1,5,3,16,1,9,4,15,3,4,2,1,4,3,14,2,7,10,5,15,24,32,5,4,2,3,4,2,18,4,15,2,5,8,13,2,5,4,6,1,4,5,2,1,0,7,4,3,4,4,4,2,1,0,1,22,3,13,1,9,1,5,6,2,6,1,16,6,7,2,1,24,4,4,12,2,18,0,6,3,3,4,1,1,3,16,4,1,6,2,1,2,3,13,10,5,1,0,1,4,3,4,5,3,6,14,2,2,1,5,1,4,5,1,1,1,1,4,1,12,2,1,1,4,1,2,1,1,4,4,5,4,0,2,0,0,8,14,5,3,3,6,2,2,12,3,0,11,1,14,3,2,3,4,1,5,1,2,16,0,8,0,4,0,15,6,9,1,3,6,9,0,2,2,4,13,1,2,5,6,3,10,3,13,6,10,2,1,1,28,2,5,1,4,15,4,10,14,2,1,1,2,3,7,4,3,0,10,1,3,2,0,14,2,1,1,4,1,2,13,4,3,21,5,0,4,3,3,6,4,4,3,6,0,3,0,2,3,4,1,0,5,4,3,11,15,7,11,14,8,15,8,0,2,3,14,1,16,0,1,3,9,7,22,2,17,20,1,4,12,5,2,13,4,27,1,2,6,6,4,0,3,17,2,7,0,9,27,3,1,5,1,3,3,1,1,2,2,4,2,12,0,3,0,1,8,0,6,1,4,1,2
"6",2,4,4,8,3,0,2,14,4,2,3,0,5,3,4,2,16,3,2,11,6,5,2,1,1,2,5,17,4,13,1,7,3,15,7,0,3,7,2,12,3,6,3,22,1,5,2,4,5,1,1,2,7,3,3,4,3,0,5,3,4,10,5,1,9,0,3,2,2,5,10,2,0,3,3,7,3,1,2,2,3,1,4,5,13,3,6,1,4,2,2,2,3,1,7,3,2,13,15,4,4,3,5,12,0,1,5,2,5,5,7,2,0,4,5,2,32,19,5,1,1,7,3,4,5,15,7,7,16,2,4,4,9,2,2,25,4,2,5,2,12,7,2,4,3,3,4,4,4,17,1,3,6,1,2,5,3,4,4,1,15,4,1,5,9,1,6,16,1,1,5,7,3,1,1,1,5,1,19,4,1,4,1,1,2,2,2,1,0,5,6,9,2,11,2,18,1,6,3,3,5,4,15,3,4,8,2,19,26,31,5,3,3,1,2,0,10,2,17,3,12,3,6,1,3,7,3,5,5,0,4,2,3,3,2,3,7,3,1,4,1,4,3,33,4,8,1,9,7,9,4,1,7,2,12,4,6,7,1,11,2,5,11,3,16,1,4,3,1,1,2,3,2,12,3,1,2,0,8,4,1,6,7,4,4,1,6,4,0,2,5,3,4,6,0,3,1,1,3,3,4,2,1,1,2,0,1,14,3,1,2,1,1,0,5,1,0,1,4,1,7,2,1,0,12,8,10,2,3,10,0,4,3,3,2,12,0,10,4,1,2,3,3,7,0,2,14,2,5,3,0,0,9,4,6,1,1,8,5,0,2,1,3,10,2,1,2,3,2,13,3,10,1,13,1,2,0,32,4,5,3,1,10,4,8,6,4,1,1,4,6,13,1,4,1,13,6,3,0,2,15,4,4,1,4,1,4,15,1,1,15,3,1,8,3,3,6,2,2,4,4,2,2,1,3,2,3,2,3,5,5,1,9,8,2,15,21,9,10,3,3,0,2,12,1,7,2,1,0,9,4,23,3,16,9,0,4,15,3,7,5,3,21,5,3,6,8,4,4,3,19,2,6,6,11,17,4,3,4,2,5,0,3,5,3,1,3,1,11,1,0,2,0,12,0,3,2,3,2,2
"7",3,6,4,8,8,3,5,28,6,6,9,1,2,2,15,2,38,6,13,19,3,25,1,4,0,3,1,24,5,36,2,13,3,57,5,2,1,5,4,23,3,9,2,46,4,20,4,6,6,1,2,3,8,5,1,1,6,3,6,4,2,28,4,3,4,2,5,2,1,3,10,1,1,1,6,5,5,5,3,1,2,2,1,2,36,3,20,0,6,3,1,2,5,2,15,3,0,56,32,1,4,5,12,27,2,2,2,1,13,23,4,4,4,2,3,3,52,35,5,3,3,7,13,4,4,40,0,16,33,4,0,4,5,8,3,49,1,3,22,1,24,5,1,2,0,14,0,6,17,52,1,1,5,4,6,2,2,6,7,2,19,2,1,10,28,1,8,32,2,9,36,18,1,1,1,5,4,2,21,6,4,13,3,0,2,0,6,3,1,2,17,24,4,24,4,53,2,5,1,6,8,0,37,3,13,23,0,34,47,64,6,10,6,3,14,1,41,3,23,3,20,13,11,4,3,2,18,3,6,1,3,5,3,0,0,4,2,3,0,0,3,1,1,80,10,17,1,29,1,4,6,4,14,0,28,1,3,5,3,42,4,4,25,3,57,1,9,7,2,1,2,3,2,20,7,2,13,1,3,9,2,27,12,14,0,2,3,8,1,2,0,1,13,18,1,7,4,4,2,1,4,1,3,1,2,5,1,29,3,0,4,3,0,1,1,0,4,3,2,5,4,3,1,3,23,21,7,3,6,10,2,3,22,7,0,25,2,15,5,5,1,2,2,6,4,2,41,2,19,5,5,1,24,5,21,4,2,17,14,0,5,2,1,27,2,2,2,1,5,15,1,22,1,24,2,4,3,80,1,12,1,2,24,2,13,22,2,1,2,3,3,10,2,2,3,30,5,1,0,1,34,3,2,3,1,1,1,21,3,3,74,1,0,6,8,0,2,1,4,7,8,3,0,1,2,5,3,3,0,1,4,6,32,21,3,28,43,16,32,14,5,2,5,50,1,16,1,0,3,33,12,42,5,34,42,0,4,32,11,4,11,13,38,1,3,20,17,1,2,0,39,2,7,3,19,36,3,4,4,3,4,1,3,5,3,3,6,0,16,0,3,3,2,25,1,6,6,5,2,2
"8",2,0,3,6,1,1,3,8,4,4,2,3,1,0,7,3,14,2,1,17,2,17,0,3,1,4,2,14,5,16,1,8,3,15,4,6,1,2,2,17,2,4,5,24,6,11,2,3,7,0,2,2,2,6,2,3,6,2,5,8,2,7,5,4,3,2,0,2,1,1,11,3,0,2,2,5,5,1,2,3,1,1,6,3,8,2,13,4,1,4,7,1,5,1,10,4,3,17,12,1,1,2,2,13,1,4,4,3,6,8,6,1,6,6,5,3,37,14,2,0,2,4,6,1,5,17,5,10,10,2,3,5,6,4,2,22,1,0,10,0,12,4,3,6,0,3,1,2,5,12,0,4,7,2,5,0,1,1,5,4,9,3,2,7,9,3,12,17,2,3,20,8,5,2,2,3,3,2,8,2,2,6,0,3,2,2,3,3,1,3,6,14,1,10,2,20,4,1,2,4,1,0,13,4,2,9,6,9,18,35,5,7,1,3,4,1,17,1,14,2,10,7,4,5,5,3,9,5,5,1,1,5,2,0,1,2,3,3,1,2,0,0,2,20,6,9,1,14,3,6,3,1,3,3,15,1,2,6,1,18,3,5,10,3,17,4,4,2,4,2,3,0,2,8,2,5,2,3,0,7,4,6,4,3,0,2,0,1,2,6,3,4,5,13,1,7,1,3,2,9,2,2,0,2,3,4,1,13,4,0,6,2,0,2,4,2,5,2,5,3,5,2,2,3,2,7,3,4,5,4,3,4,7,7,0,10,4,6,2,3,3,1,4,2,5,2,17,3,6,4,2,2,12,6,8,1,4,12,8,0,1,3,2,12,1,2,4,6,2,11,3,8,1,11,1,3,1,24,2,7,5,1,10,3,12,10,1,1,2,4,4,7,2,1,1,13,6,1,1,0,16,1,3,2,5,0,1,11,2,2,22,2,0,7,0,2,3,1,3,7,8,0,2,1,5,3,3,3,1,4,1,4,3,9,3,14,11,8,6,3,2,1,3,14,2,7,2,3,3,15,6,18,1,13,14,1,5,6,4,2,7,7,26,4,3,2,9,7,1,2,20,3,4,4,12,18,0,3,3,2,5,0,3,6,4,0,3,1,8,2,9,1,0,14,0,6,6,3,2,0
"9",3,13,3,12,3,4,0,33,3,6,8,2,5,1,12,3,34,2,8,19,1,18,3,1,0,3,2,13,3,24,0,7,1,50,4,0,1,1,3,20,3,11,1,39,3,15,3,4,13,4,3,3,2,3,4,4,4,3,12,1,4,32,5,0,3,4,3,1,2,2,13,2,3,2,1,2,6,2,0,3,0,1,2,5,18,1,16,2,5,1,2,4,5,5,11,1,1,41,22,2,5,1,4,21,1,5,4,3,17,14,4,0,2,1,6,1,60,29,4,2,6,15,6,5,2,41,3,19,27,2,1,0,11,4,5,45,6,4,27,0,19,7,3,5,1,10,2,3,6,27,0,1,10,0,5,0,1,2,6,3,10,2,2,11,21,3,9,37,5,4,36,24,3,1,0,5,3,3,22,3,3,6,1,0,2,4,3,1,0,3,16,27,3,23,3,40,0,5,1,5,6,7,25,6,10,19,2,18,47,56,0,9,0,1,6,0,32,2,14,2,14,4,9,2,5,0,12,3,2,3,7,1,0,2,3,3,0,1,3,4,0,3,2,51,15,17,1,22,8,5,5,3,9,6,23,1,4,2,2,24,2,2,14,2,43,0,10,1,2,5,2,4,4,15,11,4,8,0,2,7,1,16,14,11,5,3,2,6,1,4,3,4,11,10,0,7,0,0,1,2,2,1,2,0,3,3,2,21,1,2,6,2,2,1,1,0,7,1,6,1,2,9,1,3,14,19,9,3,3,5,2,4,16,7,2,13,2,15,6,5,0,2,4,6,2,1,39,2,8,4,3,1,21,7,13,5,0,13,14,3,0,2,4,22,1,1,1,3,2,12,1,17,0,35,0,1,0,59,2,9,3,2,15,5,9,17,1,1,2,0,3,16,2,1,1,26,5,2,4,0,29,1,1,5,3,1,4,19,3,2,39,5,2,4,2,4,1,3,2,11,10,2,2,0,4,5,2,1,2,8,1,4,12,28,7,31,41,17,36,12,1,1,7,38,1,17,1,2,2,25,6,37,2,27,32,4,7,24,9,3,6,4,46,1,5,8,12,3,3,3,39,5,14,2,22,38,4,6,2,2,4,1,3,5,3,3,3,1,11,0,5,3,0,21,0,1,0,8,3,2
"10",6,6,3,4,3,3,5,30,3,5,7,0,4,0,13,4,27,1,5,9,5,15,2,2,1,3,2,9,3,25,1,7,1,35,4,0,1,6,2,30,3,4,2,26,1,3,2,2,7,2,2,1,7,6,5,4,4,1,9,2,7,21,2,2,1,2,0,1,2,1,8,1,0,4,2,2,5,2,2,2,2,5,2,4,14,2,14,1,3,2,4,1,4,3,15,4,2,23,16,2,4,2,3,14,3,2,3,2,10,16,5,4,0,1,6,1,47,20,3,3,1,7,7,5,3,30,3,12,15,1,2,4,10,5,5,35,3,1,13,3,14,2,3,3,3,6,6,2,7,16,1,1,5,0,9,2,4,2,5,2,13,4,0,8,10,7,10,33,1,2,20,14,3,1,2,8,3,2,15,2,0,6,0,2,2,5,7,5,1,2,13,14,1,16,2,21,3,8,2,1,1,2,15,2,5,13,6,23,25,26,5,8,1,2,7,1,18,2,15,5,8,9,10,1,2,4,10,4,3,2,4,3,3,2,1,3,0,3,3,3,0,1,1,42,7,12,1,15,2,4,3,2,6,3,14,2,3,1,2,15,2,1,15,1,28,2,8,1,6,5,0,4,2,16,7,4,2,2,5,8,0,8,9,9,4,3,2,4,2,4,1,1,6,6,3,4,2,8,3,1,2,2,1,1,2,3,3,16,2,2,3,4,0,2,3,1,2,2,3,4,1,3,5,2,12,5,9,0,1,13,2,4,13,0,1,15,1,5,5,6,2,3,5,1,3,4,25,2,6,3,1,1,11,3,16,3,1,13,4,4,1,2,3,18,2,1,0,5,3,13,2,5,2,12,0,2,2,43,2,8,4,7,12,3,13,11,1,3,2,0,5,7,1,1,2,17,4,1,3,2,17,3,4,5,4,1,7,21,1,2,26,4,3,2,6,4,1,1,1,10,7,1,5,2,4,6,2,4,1,3,6,1,7,14,2,24,20,11,12,11,2,0,2,18,1,10,1,2,2,20,10,17,4,9,27,2,4,21,9,6,6,2,37,2,3,9,9,4,3,1,24,6,6,3,13,24,6,3,1,6,2,1,5,2,1,1,6,1,5,1,4,3,1,22,0,3,5,5,3,3
